,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,pct.diff
TEX264,1.21E-05,0.387829847,0.591,0.212,0.172863822,2,TEX264,0.379
SURF2,1.23E-05,0.29848552,0.5,0.146,0.175132932,2,SURF2,0.354
RHOC,1.27E-05,0.553965277,0.727,0.323,0.180864944,2,RHOC,0.404
CDIP1,1.43E-05,0.383342564,0.409,0.11,0.203472183,2,CDIP1,0.299
RPS27A,1.59E-05,0.479517586,1,0.988,0.226999909,2,RPS27A,0.012
KDSR,1.64E-05,0.331044529,0.545,0.17,0.233313451,2,KDSR,0.375
COLCA1,1.68E-05,0.280432601,0.545,0.168,0.239759121,2,COLCA1,0.377
G0S2,1.71E-05,0.390962616,0.364,0.088,0.244042855,2,G0S2,0.276
RIC3,1.74E-05,0.279477126,0.409,0.106,0.248239446,2,RIC3,0.303
PMAIP1,1.80E-05,0.439608552,0.545,0.182,0.256136003,2,PMAIP1,0.363
RFX2,1.83E-05,0.267185487,0.455,0.126,0.261736434,2,RFX2,0.329
UBA2,1.86E-05,0.310260408,0.591,0.202,0.264761593,2,UBA2,0.389
RPL9,1.87E-05,0.353221211,1,0.994,0.266146116,2,RPL9,0.006
CMC2,1.93E-05,0.264734305,0.409,0.108,0.275582125,2,CMC2,0.301
RPS23,1.96E-05,0.322222021,1,0.998,0.279734773,2,RPS23,0.002
RPL4,2.14E-05,0.457975238,1,0.984,0.305863886,2,RPL4,0.016
SOX9,2.17E-05,0.35794359,0.364,0.09,0.309941268,2,SOX9,0.274
FRMD4B,2.18E-05,0.27631232,0.455,0.128,0.31113388,2,FRMD4B,0.327
ID2,2.20E-05,0.679216607,0.636,0.244,0.313914511,2,ID2,0.392
PXDC1,2.23E-05,0.432495892,0.409,0.116,0.317946721,2,PXDC1,0.293
ARPC2,2.33E-05,0.446198694,1,0.794,0.332213612,2,ARPC2,0.206
ZBTB44,2.44E-05,0.333470734,0.455,0.128,0.348660077,2,ZBTB44,0.327
PRSS23,2.48E-05,0.691407507,0.455,0.138,0.354118491,2,PRSS23,0.317
ARF5,2.63E-05,0.510363267,0.636,0.299,0.374770237,2,ARF5,0.337
TUSC1,2.82E-05,0.273751499,0.364,0.09,0.40168273,2,TUSC1,0.274
PSIP1,2.83E-05,0.291816506,0.455,0.13,0.403879642,2,PSIP1,0.325
ATOH8,2.83E-05,0.401985936,0.591,0.21,0.403972846,2,ATOH8,0.381
EXOSC8,2.85E-05,0.311795917,0.364,0.092,0.406498818,2,EXOSC8,0.272
SYNGR1,2.87E-05,0.260228937,0.455,0.13,0.409430059,2,SYNGR1,0.325
GOLGA8A,2.96E-05,0.691598111,0.455,0.144,0.421687567,2,GOLGA8A,0.311
RAB18,3.02E-05,0.449445451,0.727,0.321,0.430601656,2,RAB18,0.406
DNAJB14,3.06E-05,0.2550431,0.455,0.13,0.436827915,2,DNAJB14,0.325
CBR11,3.20E-05,0.486144886,0.773,0.353,0.457154069,2,CBR1,0.42
RALBP1,3.30E-05,0.347487931,0.636,0.246,0.470198472,2,RALBP1,0.39
AKAP8L,3.30E-05,0.293405069,0.5,0.16,0.470642956,2,AKAP8L,0.34
HS6ST1,3.36E-05,0.279477126,0.409,0.112,0.479485528,2,HS6ST1,0.297
MAFF1,3.45E-05,0.53997035,0.591,0.212,0.492357671,2,MAFF,0.379
CLK3,3.49E-05,0.28317341,0.455,0.134,0.49793951,2,CLK3,0.321
FAIM,3.71E-05,0.307564863,0.409,0.116,0.52871796,2,FAIM,0.293
ARID5B,3.75E-05,0.635395163,0.727,0.325,0.534397096,2,ARID5B,0.402
7-Sep,3.89E-05,0.609680405,0.682,0.363,0.55443447,2,7-Sep,0.319
RPL41,3.98E-05,0.464684439,1,1,0.568442693,2,RPL41,0
FXYD3,4.01E-05,0.625961703,0.864,0.868,0.572410616,2,FXYD3,-0.004
RPS18,4.34E-05,0.391681929,1,0.998,0.618709537,2,RPS18,0.002
RPS24,4.36E-05,0.330253461,1,0.994,0.622539691,2,RPS24,0.006
LUC7L2,4.56E-05,0.278856556,0.591,0.208,0.651318354,2,LUC7L2,0.383
ATP5MG,4.92E-05,0.444040032,1,0.868,0.701640644,2,ATP5MG,0.132
CDK4,5.12E-05,0.294561498,0.591,0.206,0.730945627,2,CDK4,0.385
SLCO3A1,5.21E-05,0.385830013,0.409,0.116,0.7440068,2,SLCO3A1,0.293
FDX1,5.25E-05,0.372691447,0.545,0.196,0.748676802,2,FDX1,0.349
WDR43,5.74E-05,0.2576835,0.5,0.158,0.818579539,2,WDR43,0.342
ALDH7A1,5.76E-05,0.489020994,0.5,0.186,0.821425204,2,ALDH7A1,0.314
CRIP2,6.29E-05,0.489796746,0.682,0.321,0.896964191,2,CRIP2,0.361
CYB5A,6.32E-05,0.639342588,1,0.986,0.901949221,2,CYB5A,0.014
CDC42EP4,6.45E-05,0.364336205,0.545,0.196,0.919686137,2,CDC42EP4,0.349
DDB2,6.55E-05,0.300534957,0.409,0.118,0.934148885,2,DDB2,0.291
BTG2,6.64E-05,0.796400712,0.864,0.707,0.94789803,2,BTG2,0.157
PFKFB3,7.01E-05,0.387537955,0.409,0.12,0.999738782,2,PFKFB3,0.289
SF3A3,7.61E-05,0.271197219,0.455,0.142,1,2,SF3A3,0.313
TNFRSF21,7.64E-05,0.345508712,0.409,0.128,1,2,TNFRSF21,0.281
SFN,7.69E-05,0.768547696,0.773,0.461,1,2,SFN,0.312
CACHD1,7.87E-05,0.286513751,0.318,0.078,1,2,CACHD1,0.24
CNN2,7.93E-05,0.521621211,0.682,0.303,1,2,CNN2,0.379
RHOB1,7.95E-05,0.621899443,0.955,0.914,1,2,RHOB,0.041
TNPO1,8.12E-05,0.398245969,0.455,0.148,1,2,TNPO1,0.307
RPS4X1,8.18E-05,0.337376643,1,0.996,1,2,RPS4X,0.004
UGDH,8.33E-05,0.456863882,0.545,0.19,1,2,UGDH,0.355
EMP1,8.41E-05,0.390256579,0.682,0.303,1,2,EMP1,0.379
BRK1,8.49E-05,0.398681452,0.818,0.501,1,2,BRK1,0.317
BAIAP2,8.70E-05,0.326898968,0.636,0.269,1,2,BAIAP2,0.367
PHACTR4,8.84E-05,0.253320447,0.455,0.142,1,2,PHACTR4,0.313
ATF31,9.13E-05,0.778011111,0.773,0.513,1,2,ATF3,0.26
FAM133B,9.20E-05,0.651924465,0.636,0.307,1,2,FAM133B,0.329
ACTG1,9.24E-05,0.654790823,1,0.992,1,2,ACTG1,0.008
AQP5,9.25E-05,0.261405663,0.727,0.295,1,2,AQP5,0.432
GSTO1,9.72E-05,0.427212286,0.636,0.271,1,2,GSTO1,0.365
ETS2,9.97E-05,0.480744198,0.909,0.737,1,2,ETS2,0.172
PAWR,0.000102074,0.36513036,0.5,0.166,1,2,PAWR,0.334
ZNF331,0.000102795,0.341857452,0.364,0.102,1,2,ZNF331,0.262
ALDH1A1,0.000103354,0.650262645,0.909,0.739,1,2,ALDH1A1,0.17
CPNE1,0.000104424,0.326366572,0.636,0.248,1,2,CPNE1,0.388
PALLD,0.000104667,0.466562662,0.364,0.114,1,2,PALLD,0.25
TADA3,0.000106255,0.373955403,0.455,0.154,1,2,TADA3,0.301
SERTAD4-AS1,0.000107098,0.283460313,0.5,0.17,1,2,SERTAD4-AS1,0.33
RPS17,0.000108299,0.898743518,0.909,0.846,1,2,RPS17,0.063
RRAGA,0.000108488,0.386349512,0.636,0.293,1,2,RRAGA,0.343
TRIP6,0.000110862,0.365885392,0.545,0.214,1,2,TRIP6,0.331
CMTM8,0.000114538,0.339154874,0.5,0.186,1,2,CMTM8,0.314
CLK1,0.000117511,0.60972411,0.591,0.279,1,2,CLK1,0.312
ING2,0.00013042,0.385830013,0.409,0.13,1,2,ING2,0.279
FGFR2,0.000133354,0.311098436,0.364,0.104,1,2,FGFR2,0.26
DNTTIP2,0.00013544,0.293264313,0.5,0.176,1,2,DNTTIP2,0.324
DHPS,0.000142065,0.269944871,0.591,0.224,1,2,DHPS,0.367
SESN1,0.000144175,0.251102044,0.318,0.082,1,2,SESN1,0.236
KAT5,0.000149477,0.283460313,0.5,0.17,1,2,KAT5,0.33
SLU7,0.000151061,0.294729905,0.545,0.206,1,2,SLU7,0.339
MZT2A,0.00015678,0.385898274,0.727,0.331,1,2,MZT2A,0.396
RPA2,0.000157445,0.272899347,0.455,0.152,1,2,RPA2,0.303
HBEGF,0.000167075,0.6671162,0.318,0.086,1,2,HBEGF,0.232
SLBP,0.00016741,0.291623624,0.5,0.176,1,2,SLBP,0.324
KLF4,0.000170512,0.481049648,0.545,0.224,1,2,KLF4,0.321
C1R,0.000173341,0.37857539,0.591,0.234,1,2,C1R,0.357
JAGN1,0.000179772,0.253320447,0.455,0.152,1,2,JAGN1,0.303
MIR222HG,0.000184277,0.288350298,0.273,0.062,1,2,MIR222HG,0.211
SPTSSA,0.000193087,0.385879477,0.909,0.719,1,2,SPTSSA,0.19
NAA201,0.000203743,0.366413323,0.682,0.311,1,2,NAA20,0.371
NACA,0.000204287,0.277132232,1,0.996,1,2,NACA,0.004
PDCD4,0.000209515,0.328830354,0.636,0.263,1,2,PDCD4,0.373
SRSF9,0.000210121,0.34787903,0.864,0.559,1,2,SRSF9,0.305
TBC1D2,0.000212372,0.322306673,0.5,0.176,1,2,TBC1D2,0.324
SLC25A41,0.000218885,0.288350298,0.773,0.351,1,2,SLC25A4,0.422
EHMT1,0.000228603,0.281024258,0.318,0.086,1,2,EHMT1,0.232
CDKN1A,0.000231831,0.543636453,0.545,0.228,1,2,CDKN1A,0.317
PLEKHF2,0.00023245,0.261963543,0.409,0.128,1,2,PLEKHF2,0.281
COPS8,0.000237065,0.283592161,0.545,0.212,1,2,COPS8,0.333
CCND11,0.000239009,0.59794248,0.727,0.443,1,2,CCND1,0.284
FUBP1,0.000249699,0.299245348,0.545,0.218,1,2,FUBP1,0.327
MAGOH,0.000251767,0.307177791,0.636,0.271,1,2,MAGOH,0.365
PER2,0.000254948,0.503357108,0.455,0.168,1,2,PER2,0.287
ITM2C1,0.000255196,0.346138039,0.636,0.263,1,2,ITM2C,0.373
H2AFZ,0.000264402,0.385514047,0.773,0.421,1,2,H2AFZ,0.352
NOP56,0.000269559,0.271013379,0.545,0.208,1,2,NOP56,0.337
A4GALT,0.000270938,0.328956053,0.318,0.09,1,2,A4GALT,0.228
RPL35,0.000271076,0.35355858,1,0.994,1,2,RPL35,0.006
RPL71,0.000271268,0.336634845,1,0.992,1,2,RPL7,0.008
RPL36,0.000271961,0.350500473,1,0.992,1,2,RPL36,0.008
SRSF3,0.000273213,0.433491908,0.864,0.85,1,2,SRSF3,0.014
THOC7,0.000276123,0.339870153,0.591,0.251,1,2,THOC7,0.34
EHF,0.000281614,0.354308266,0.682,0.311,1,2,EHF,0.371
QTRT1,0.000282698,0.281835617,0.5,0.186,1,2,QTRT1,0.314
RPLP2,0.000284088,0.350696585,1,0.996,1,2,RPLP2,0.004
NASP,0.000286731,0.403196474,0.591,0.261,1,2,NASP,0.33
PFDN5,0.000290279,0.402602716,1,0.964,1,2,PFDN5,0.036
NT5C,0.000292787,0.35480584,0.591,0.259,1,2,NT5C,0.332
DMKN,0.000314631,0.30682048,0.682,0.297,1,2,DMKN,0.385
IRF1,0.000316698,0.306615646,0.5,0.182,1,2,IRF1,0.318
CD99,0.000325617,0.46117217,0.636,0.313,1,2,CD99,0.323
RNF139,0.000328523,0.284791576,0.364,0.112,1,2,RNF139,0.252
PPP1R12A,0.000334422,0.316609636,0.5,0.192,1,2,PPP1R12A,0.308
RPL13,0.000339399,0.345339497,1,0.998,1,2,RPL13,0.002
HADH,0.000342658,0.265395962,0.591,0.244,1,2,HADH,0.347
RAB14,0.000353689,0.35033454,0.682,0.323,1,2,RAB14,0.359
ARL4D,0.00038112,0.261150072,0.318,0.09,1,2,ARL4D,0.228
MED4,0.000389143,0.260867653,0.591,0.242,1,2,MED4,0.349
PAFAH1B2,0.000393305,0.307010721,0.409,0.14,1,2,PAFAH1B2,0.269
GOLGA8B,0.000416187,0.435418277,0.364,0.12,1,2,GOLGA8B,0.244
RCN21,0.000418201,0.452536643,0.636,0.337,1,2,RCN2,0.299
PTMA,0.000421266,0.279999519,1,1,1,2,PTMA,0
SPCS1,0.000423869,0.354760857,0.864,0.709,1,2,SPCS1,0.155
RBBP7,0.000427599,0.341733759,0.591,0.261,1,2,RBBP7,0.33
TAX1BP3,0.000431049,0.346261214,0.636,0.291,1,2,TAX1BP3,0.345
RPS14,0.000464543,0.285146879,1,0.996,1,2,RPS14,0.004
UQCRC1,0.000480612,0.429239284,0.591,0.285,1,2,UQCRC1,0.306
NDUFAF4,0.000493806,0.27631232,0.409,0.14,1,2,NDUFAF4,0.269
TUSC3,0.000498824,0.302287806,0.364,0.118,1,2,TUSC3,0.246
GPC3,0.000499433,0.288350298,0.273,0.072,1,2,GPC3,0.201
RPL6,0.000506211,0.264683011,1,0.996,1,2,RPL6,0.004
MTRNR2L121,0.000511014,0.681612774,0.818,0.629,1,2,MTRNR2L12,0.189
KLF5,0.000516618,0.293712241,0.636,0.297,1,2,KLF5,0.339
STT3B,0.000536201,0.501638611,0.5,0.2,1,2,STT3B,0.3
FAM96B,0.000537068,0.317558724,0.727,0.371,1,2,FAM96B,0.356
ANAPC15,0.000580247,0.271683246,0.455,0.172,1,2,ANAPC15,0.283
PTEN,0.000605612,0.372270483,0.409,0.146,1,2,PTEN,0.263
MCL1,0.000610736,0.549769631,0.909,0.854,1,2,MCL1,0.055
RDX,0.000612843,0.398807294,0.545,0.251,1,2,RDX,0.294
NFE2L2,0.000618966,0.456189004,0.773,0.711,1,2,NFE2L2,0.062
EPAS11,0.000619128,0.413513441,0.818,0.527,1,2,EPAS1,0.291
ANXA3,0.000622913,0.378245302,0.682,0.353,1,2,ANXA3,0.329
UXT,0.000630315,0.3957239,0.727,0.367,1,2,UXT,0.36
CEBPD1,0.000635233,0.654986347,0.864,0.8,1,2,CEBPD,0.064
DCTN6,0.000636018,0.300184756,0.591,0.265,1,2,DCTN6,0.326
LMNA,0.00063658,0.908255464,0.864,0.924,1,2,LMNA,-0.06
YBX31,0.000638308,0.498228606,0.864,0.729,1,2,YBX3,0.135
FOXC1,0.000644391,0.270134858,0.273,0.07,1,2,FOXC1,0.203
ITGB4,0.000644527,0.347373639,0.455,0.172,1,2,ITGB4,0.283
MCU,0.000658998,0.304523158,0.318,0.096,1,2,MCU,0.222
PSMA2,0.000666954,0.419203357,0.591,0.295,1,2,PSMA2,0.296
BLCAP,0.000680828,0.345690845,0.455,0.172,1,2,BLCAP,0.283
LIMA1,0.000693424,0.511187524,0.5,0.24,1,2,LIMA1,0.26
ALDH3A2,0.000701501,0.443590897,0.636,0.335,1,2,ALDH3A2,0.301
SNX2,0.000710071,0.303165384,0.545,0.226,1,2,SNX2,0.319
SYPL11,0.000737868,0.40204104,0.682,0.349,1,2,SYPL1,0.333
EIF1,0.000751577,0.308966264,1,0.998,1,2,EIF1,0.002
USP11,0.000755309,0.306487646,0.409,0.15,1,2,USP11,0.259
GLUL,0.000756186,0.449406364,0.909,0.84,1,2,GLUL,0.069
UBL3,0.000763131,0.317384596,0.455,0.176,1,2,UBL3,0.279
RPS19,0.000765562,0.409973615,1,0.992,1,2,RPS19,0.008
CMIP,0.000790373,0.304043733,0.364,0.126,1,2,CMIP,0.238
TMEM109,0.000801317,0.2989645,0.545,0.234,1,2,TMEM109,0.311
GLUD1,0.000811481,0.292663749,0.591,0.283,1,2,GLUD1,0.308
RBMS3,0.000818004,0.404779761,0.364,0.124,1,2,RBMS3,0.24
NDUFB6,0.000824291,0.272691615,0.636,0.291,1,2,NDUFB6,0.345
AIP,0.000836421,0.291623624,0.455,0.172,1,2,AIP,0.283
MNAT1,0.000839286,0.301886884,0.409,0.152,1,2,MNAT1,0.257
PHLDA21,0.000847014,0.636656993,0.545,0.251,1,2,PHLDA2,0.294
TM7SF3,0.000849221,0.355943589,0.591,0.269,1,2,TM7SF3,0.322
CXCL11,0.000851349,0.286358266,0.682,0.421,1,2,CXCL1,0.261
TMEM179B,0.000867556,0.343309183,0.591,0.287,1,2,TMEM179B,0.304
HMGB1,0.00088792,0.343533403,1,0.932,1,2,HMGB1,0.068
SELENOP1,0.000891916,0.42634909,0.955,0.89,1,2,SELENOP,0.065
C6orf48,0.000900488,0.38128971,0.773,0.501,1,2,C6orf48,0.272
ATXN10,0.000912074,0.425347899,0.636,0.345,1,2,ATXN10,0.291
PWP1,0.000913547,0.26780163,0.409,0.146,1,2,PWP1,0.263
LAMTOR4,0.000965314,0.332073109,0.773,0.539,1,2,LAMTOR4,0.234
FKBP9,0.000977326,0.319987383,0.318,0.104,1,2,FKBP9,0.214
RPL17,0.000977551,0.540428961,0.636,0.351,1,2,RPL17,0.285
CTNNB1,0.001022081,0.620358611,0.636,0.353,1,2,CTNNB1,0.283
GAS6,0.001039263,0.306154923,0.545,0.228,1,2,GAS6,0.317
CAPS,0.001039676,0.306725374,0.545,0.238,1,2,CAPS,0.307
VDAC2,0.001054492,0.438831249,0.864,0.707,1,2,VDAC2,0.157
HMGN3,0.001065285,0.467856183,0.955,0.9,1,2,HMGN3,0.055
RHOD,0.001094097,0.271197219,0.409,0.156,1,2,RHOD,0.253
GLG1,0.001100554,0.296120345,0.5,0.208,1,2,GLG1,0.292
UGCG,0.001107763,0.299354536,0.545,0.234,1,2,UGCG,0.311
MAPK1IP1L,0.001134456,0.275520472,0.591,0.263,1,2,MAPK1IP1L,0.328
DAAM1,0.001142926,0.291623624,0.455,0.184,1,2,DAAM1,0.271
SULT2B1,0.001164303,0.417028383,0.318,0.106,1,2,SULT2B1,0.212
RAB1B,0.001168307,0.26573221,0.5,0.206,1,2,RAB1B,0.294
CAPN11,0.001218543,0.290804287,0.682,0.321,1,2,CAPN1,0.361
ZBTB16,0.001226974,0.289859733,0.5,0.21,1,2,ZBTB16,0.29
SOD1,0.001252152,0.345305191,0.909,0.828,1,2,SOD1,0.081
SLC41A3,0.001255955,0.266531251,0.318,0.1,1,2,SLC41A3,0.218
FAU,0.001295439,0.328430943,1,0.998,1,2,FAU,0.002
SMIM15,0.001310138,0.34600315,0.545,0.242,1,2,SMIM15,0.303
RAN,0.001317856,0.352793176,1,0.812,1,2,RAN,0.188
WLS,0.001328143,0.291371449,0.5,0.21,1,2,WLS,0.29
NXT1,0.001330134,0.261044848,0.409,0.156,1,2,NXT1,0.253
MECOM,0.001332016,0.32781872,0.455,0.184,1,2,MECOM,0.271
PABPC1,0.001346737,0.360861203,1,0.982,1,2,PABPC1,0.018
SERBP1,0.001361806,0.484060315,0.909,0.838,1,2,SERBP1,0.071
GNL3,0.001387304,0.300811519,0.5,0.218,1,2,GNL3,0.282
LSM3,0.001391198,0.281371903,0.636,0.313,1,2,LSM3,0.323
GSTK1,0.001425528,0.269806721,0.682,0.339,1,2,GSTK1,0.343
NFKBIA,0.001428753,0.697776956,0.955,0.934,1,2,NFKBIA,0.021
NPDC1,0.001472999,0.308724518,0.364,0.134,1,2,NPDC1,0.23
RPL22L1,0.001477089,0.322541663,0.545,0.248,1,2,RPL22L1,0.297
NDUFS4,0.001534218,0.384481609,0.545,0.271,1,2,NDUFS4,0.274
CCAR1,0.001561057,0.288350298,0.5,0.206,1,2,CCAR1,0.294
HNRNPDL,0.001582985,0.37190744,0.955,0.906,1,2,HNRNPDL,0.049
ALDH2,0.001629985,0.354833168,0.909,0.93,1,2,ALDH2,-0.021
IER21,0.001640206,0.538497228,0.955,0.884,1,2,IER2,0.071
PLIN2,0.001642728,0.258546768,0.409,0.158,1,2,PLIN2,0.251
RPS3A,0.001652115,0.254777884,1,0.994,1,2,RPS3A,0.006
IRF2,0.001672268,0.288350298,0.409,0.162,1,2,IRF2,0.247
AHSA1,0.001673026,0.280837115,0.545,0.248,1,2,AHSA1,0.297
KMT2E,0.001678029,0.360520911,0.636,0.343,1,2,KMT2E,0.293
H3F3B1,0.001690625,0.366093969,1,0.998,1,2,H3F3B,0.002
KARS,0.001691141,0.279565469,0.591,0.271,1,2,KARS,0.32
CTDSP2,0.001710014,0.293005078,0.5,0.214,1,2,CTDSP2,0.286
PDLIM1,0.001805921,0.497190864,0.864,0.818,1,2,PDLIM1,0.046
MCM3,0.001809333,0.253320447,0.364,0.13,1,2,MCM3,0.234
RSL24D1,0.001867976,0.323784671,0.727,0.401,1,2,RSL24D1,0.326
GTF3A,0.001879277,0.340291798,0.545,0.255,1,2,GTF3A,0.29
FOXO3,0.001897167,0.406133334,0.5,0.242,1,2,FOXO3,0.258
PPP1R15A,0.001911403,0.846485195,0.773,0.727,1,2,PPP1R15A,0.046
SFPQ,0.001953076,0.277442902,0.864,0.665,1,2,SFPQ,0.199
FIS1,0.001992108,0.268547671,0.773,0.421,1,2,FIS1,0.352
TLN1,0.00199787,0.250423246,0.455,0.184,1,2,TLN1,0.271
STOM,0.002011928,0.422815834,0.864,0.693,1,2,STOM,0.171
WBP1L,0.002037867,0.386845194,0.318,0.116,1,2,WBP1L,0.202
SRSF5,0.002082113,0.334203603,0.955,0.84,1,2,SRSF5,0.115
GADD45A,0.002141193,0.949340367,0.455,0.224,1,2,GADD45A,0.231
RPL36AL,0.002143217,0.33474183,0.955,0.92,1,2,RPL36AL,0.035
CDCA7L,0.002195212,0.283016952,0.318,0.108,1,2,CDCA7L,0.21
EIF3E1,0.002213596,0.326826191,1,0.91,1,2,EIF3E,0.09
RANBP1,0.002224844,0.321705892,0.773,0.455,1,2,RANBP1,0.318
PAPOLA,0.002226401,0.322541663,0.682,0.363,1,2,PAPOLA,0.319
TRA2B,0.002235142,0.318754378,0.773,0.553,1,2,TRA2B,0.22
SKP11,0.00231863,0.292242436,0.955,0.928,1,2,SKP1,0.027
RPL18A,0.002326716,0.278721878,1,0.996,1,2,RPL18A,0.004
DDAH2,0.002337428,0.319799431,0.455,0.2,1,2,DDAH2,0.255
ZNF84,0.002388506,0.2566016,0.273,0.086,1,2,ZNF84,0.187
C12orf57,0.002420097,0.26780163,0.773,0.519,1,2,C12orf57,0.254
ARFIP2,0.002421361,0.278856556,0.5,0.22,1,2,ARFIP2,0.28
SSNA1,0.002461625,0.315452228,0.591,0.291,1,2,SSNA1,0.3
TMEM30B,0.002519515,0.315874972,0.5,0.226,1,2,TMEM30B,0.274
ZDHHC4,0.002523246,0.258590859,0.5,0.212,1,2,ZDHHC4,0.288
HDAC2,0.002526135,0.29425002,0.545,0.259,1,2,HDAC2,0.286
EIF3F,0.002753975,0.378981458,0.864,0.776,1,2,EIF3F,0.088
HSF1,0.002764697,0.297935036,0.455,0.198,1,2,HSF1,0.257
ZFAS1,0.002781652,0.342530215,0.864,0.816,1,2,ZFAS1,0.048
HNRNPA0,0.002868314,0.305524803,0.909,0.808,1,2,HNRNPA0,0.101
TUBB1,0.002877332,0.30498721,0.864,0.745,1,2,TUBB,0.119
FAM162A,0.002946432,0.253033626,0.455,0.194,1,2,FAM162A,0.261
AHR,0.003022239,0.284055374,0.5,0.236,1,2,AHR,0.264
WDR1,0.003062135,0.250761981,0.636,0.313,1,2,WDR1,0.323
ATP5PO,0.003108912,0.264921895,0.864,0.768,1,2,ATP5PO,0.096
LIMS1,0.0031378,0.476692343,0.5,0.242,1,2,LIMS1,0.258
EIF4A2,0.003152818,0.395208115,0.909,0.806,1,2,EIF4A2,0.103
HCAR2,0.003192639,0.501390994,0.273,0.092,1,2,HCAR2,0.181
SRSF10,0.003242412,0.270605853,0.682,0.343,1,2,SRSF10,0.339
N4BP2L2,0.003273551,0.350132998,0.727,0.455,1,2,N4BP2L2,0.272
ATG3,0.003363461,0.261682051,0.5,0.24,1,2,ATG3,0.26
DUSP3,0.00337282,0.278023184,0.364,0.14,1,2,DUSP3,0.224
REXO2,0.003382995,0.368610895,0.545,0.285,1,2,REXO2,0.26
TNFAIP3,0.003421153,0.346138039,0.409,0.166,1,2,TNFAIP3,0.243
OAT,0.003517778,0.341350995,0.636,0.363,1,2,OAT,0.273
OAZ21,0.003529518,0.264819801,0.636,0.319,1,2,OAZ2,0.317
AKR1C3,0.003590993,0.353794207,0.409,0.178,1,2,AKR1C3,0.231
NUCKS1,0.003602666,0.25866614,0.955,0.85,1,2,NUCKS1,0.105
RAB6A,0.003806229,0.258546768,0.409,0.176,1,2,RAB6A,0.233
SPRY1,0.004092054,0.388195633,0.364,0.144,1,2,SPRY1,0.22
RPL26,0.00414292,0.32420295,1,0.992,1,2,RPL26,0.008
MYL6,0.004180604,0.283717085,1,0.988,1,2,MYL6,0.012
RAB11B,0.00420808,0.269324754,0.773,0.467,1,2,RAB11B,0.306
ERRFI11,0.00430059,1.094505993,0.773,0.649,1,2,ERRFI1,0.124
DNAJB6,0.004310053,0.262406904,0.682,0.387,1,2,DNAJB6,0.295
PHF3,0.004406166,0.257167371,0.545,0.255,1,2,PHF3,0.29
LRRFIP1,0.004464872,0.464378928,0.818,0.754,1,2,LRRFIP1,0.064
HSP90AB1,0.004507308,0.360887702,1,0.982,1,2,HSP90AB1,0.018
KLF61,0.004611831,0.674501841,0.864,0.814,1,2,KLF6,0.05
PHLDA31,0.004632554,0.334453213,0.545,0.285,1,2,PHLDA3,0.26
SIPA1L1,0.004771082,0.29013442,0.273,0.092,1,2,SIPA1L1,0.181
COX4I1,0.004822107,0.325069399,0.955,0.954,1,2,COX4I1,0.001
CAST,0.004825907,0.296358349,0.818,0.619,1,2,CAST,0.199
ISCA1,0.004915325,0.28332095,0.364,0.152,1,2,ISCA1,0.212
CRNDE,0.004950496,0.322759078,0.5,0.265,1,2,CRNDE,0.235
MACROD2,0.005018655,0.366760353,0.364,0.156,1,2,MACROD2,0.208
CRTAP,0.005134712,0.288350298,0.364,0.15,1,2,CRTAP,0.214
DUSP6,0.005186582,0.551134819,0.591,0.335,1,2,DUSP6,0.256
COMMD6,0.005267405,0.312558219,0.909,0.872,1,2,COMMD6,0.037
PPIA,0.005306519,0.281697467,0.955,0.96,1,2,PPIA,-0.005
ST3GAL5,0.005336102,0.350364774,0.545,0.293,1,2,ST3GAL5,0.252
PDLIM2,0.005483542,0.282763692,0.545,0.279,1,2,PDLIM2,0.266
TSPO1,0.005498475,0.265559528,0.909,0.78,1,2,TSPO,0.129
RPS5,0.005542507,0.376910862,1,0.984,1,2,RPS5,0.016
ZFAND5,0.005670426,0.294907699,0.909,0.816,1,2,ZFAND5,0.093
TRMT112,0.005688652,0.263096431,0.864,0.754,1,2,TRMT112,0.11
NFIB,0.005839758,0.440833616,0.455,0.236,1,2,NFIB,0.219
TMEM123,0.005896849,0.468943246,0.682,0.583,1,2,TMEM123,0.099
ACTN1,0.00598698,0.338890801,0.364,0.15,1,2,ACTN1,0.214
NDN,0.006070656,0.304376282,0.409,0.18,1,2,NDN,0.229
TPM1,0.006081417,0.270194042,0.773,0.615,1,2,TPM1,0.158
C19orf33,0.006086788,0.352212915,0.727,0.495,1,2,C19orf33,0.232
IGBP1,0.006162215,0.452734154,0.545,0.317,1,2,IGBP1,0.228
ZFAND1,0.006207238,0.254612159,0.455,0.206,1,2,ZFAND1,0.249
SMDT1,0.006413521,0.2848271,0.682,0.441,1,2,SMDT1,0.241
EIF4H,0.006657677,0.35138166,0.636,0.379,1,2,EIF4H,0.257
PNRC1,0.006695546,0.365595801,0.864,0.832,1,2,PNRC1,0.032
EIF2A,0.006764704,0.289658343,0.591,0.309,1,2,EIF2A,0.282
NT5DC1,0.006789453,0.288350298,0.5,0.255,1,2,NT5DC1,0.245
ZC3H12A,0.006825607,0.294729905,0.364,0.156,1,2,ZC3H12A,0.208
NFIC,0.006877269,0.27822078,0.727,0.531,1,2,NFIC,0.196
MEAF6,0.00699039,0.32348729,0.591,0.337,1,2,MEAF6,0.254
